,name,key,url,description,species_2nd,species_3rd,species,home_world,gender,height,eye_color,skin_color,hair_color,weight
559,Caern Adan,Caern_Adan,https://starwars.fandom.com/wiki/Caern_Adan,"Caern Adan was a male Balosar who served as an agent in both the intelligence branch of the Alliance to Restore the Republic, and its successor in the New Republic during the Galactic Civil War. Concerned about the remaining Imperial remnants that sprung up after the Battle of Endor, Adan recruited Imperial defector Yrica Quell and several other pilots into a ragtag squadron of pilots codenamed Alphabet Squadron, with their main mission to track down the 204th Imperial Fighter Wing.
",,,Balosar,,Male,,,Dark,Black,
560,Caibol,Caibol,https://starwars.fandom.com/wiki/Caibol,"Caibol was a human male who served Captain Raymus Antilles aboard the Tantive IV during the Imperial Era. When Antilles received supplies from the Gran Garsa, Caibol helped to collect the cargo. After the astromech droid R2-D2 attempted to attack the probe droid PTZ-1K, who had been attempting to send a message to the Galactic Empire, Antilles sent Caibol and Bonipa to take both R2-D2 and C-3PO for a memory wipe. However, R2-D2 escaped and returned to Antilles, informing him of the droid spy. When PTZ-1K attempted to send a transmission to the Empire, it was tricked by C-3PO into using an incompatible binary language, Caibol and Bonipa captured the droid.
",,,Human,,Male,,Dark,Light,Gray,
561,Caitken,Caitken,https://starwars.fandom.com/wiki/Caitken,"Caitken was a Mon Calamari male who hailed from the planet Mon Cala. Along with fellow Mon Calamari Shollan, he served as an aide to Admiral Raddus in the Alliance to Restore the Republic. In 0 BBY, the trio were present at a meeting where it was debated whether or not the Alliance High Command would authorize an attack on the Imperial security complex on the world of Scarif to steal the plans to the Galactic Empire's rumored superweapon, the Death Star. Although the council did not fully support this move, it was nonetheless carried out by a rogue group of Rebels. Raddus, along with Shollan and Caitken, quickly prepared and boarded the Admiral's flagship for departure to support them at Scarif.
",,,Mon Calamari,Mon Cala,Male,,Gray,White,,
562,Cal Alder,Cal_Alder,https://starwars.fandom.com/wiki/Cal_Alder,"Cal Alder was a human male who served as a lieutenant in the High Command of the Alliance to Restore the Republic during the Galactic Civil War. After the evacuation of Yavin 4, he participated in talks to find a location for a new rebel headquarters, and was then stationed in Echo Base on the planet Hoth, where he undertook patrols to ensure the base's security.
",,,Human,Kal'Shebbol,Male,,Bluish,Light,,
563,Cal Kestis,Cal_Kestis,https://starwars.fandom.com/wiki/Cal_Kestis,"Cal Kestis was a Force-sensitive human male who became a Jedi Knight during the reign of the Galactic Empire. As one of the few Jedi who survived the purge that destroyed the Jedi Order, Kestis lived in seclusion for years until a confrontation with the Inquisitorius compelled him to openly resist the Empire's rule. Hunted across the galaxy by the Empire's Jedi hunters, Kestis embraced his connection to the Force once more, having decided to restore the Jedi Order.
",,,Human,,Male,,Green,Light,Red,
564,Cala,Cala,https://starwars.fandom.com/wiki/Cala,"Cala was a male Koorivar and an operations specialist. Five years after the formation of the Galactic Empire, Cala was part of a rebel cell led by Berch Teller. He participated in the theft of the Carrion Spike, personal starship of Imperial Governor Wilhuff Tarkin. Cala subsequently participated in a Berch Teller's insurgent campaign against the Empire. The insurgents were defeated by Tarkin at the Battle near the Gulf of Tatooine.
",,,Koorivar,,Male,,,,,
565,Calgriz,Calgriz,https://starwars.fandom.com/wiki/Calgriz,"Calgriz was a male Quarren who went by the nickname Dirty Calgriz. Sometime prior to the Invasion of Naboo, Darth Maul arrived on Nar Shaddaa looking for information on the Crime lord, Xev Xrexus. After Maul was warned not to continue asking questions by a bartender, Calgriz decided to step in and intervene. Calgriz was quickly thrown out of the bar by Maul after insinuating that Maul was a friend of the Jedi. Even without using the Force, Maul quickly outfought Calgriz and his posse. However, Calgriz blinded the Sith by spitting ink into his face. With Maul blinded, Calgriz aimed his blaster at the fallen Sith. Before Calgriz could take the final shot, Maul reached out with the Force and sent a dagger flying into the Quarren's chest, killing him instantly. Moments later, Calgriz's crew met a similar fate at the hands of Cad Bane and Aurra Sing.
",,,Quarren,,Male,,Turquoise,Pink,,
566,Calla,Calla,https://starwars.fandom.com/wiki/Calla,"Calla was a human, female from the planet Naboo, who went to Canto Bight as a tourist, but soon lost all her money and, unable to leave, took a job as a hotel receptionist. Later she became the Grammus sister's servant after she lost a gamble against Rhomby Grammus. She helped the sisters do a business deal with Derla Pidys, and afterwards got a new job in another hotel thanks by the sisters.
",,,Human,Naboo,Female,,,Brown,Brown,
567,Calleen  (convor),Calleen_(convor),https://starwars.fandom.com/wiki/Calleen_(convor),"Calleen was a convor owned by the Jedi Master Lene Kostana, replacing her previous convor, Ferana. Kostana named the convor after Calleen, the Altiri goddess of wisdom. Jedi Master Dooku later used Calleen to follow the corrupt Coruscant Security Force inspector Sartori to the lair of the crime lord Cenevax. When Cenevax captured Dooku and his Padawan Qui-Gon Jinn, Calleen attacked the crime lord, but Cenevax killed the convor.
",,,Convor,,Female,,,,,
568,Calliope Drouth,Calliope_Drouth,https://starwars.fandom.com/wiki/Calliope_Drouth,"Calliope Drouth was a human female who worked as a reporter for HoloNet News during the reign of the Galactic Empire. She embedded coded messages to the Rebellion into her society broadcasts with the help of Zox, the X-0X unit gifted to her by her former mentor, Mandora Catabe.
",,,Human,,Female,,,Dark,Black,
569,Calliope Drouth's sister,Calliope_Drouths_sister,https://starwars.fandom.com/wiki/Calliope_Drouth%27s_sister,"This female human was the sister of HoloNet News reporter Calliope Drouth. At some point before Drouth attended the Imperial Ball in the Imperial Palace on Coruscant, she wore an ivory dress to her sister's wedding.
",,,Human,,Female,,,,,
570,Callixido Ryss,Callixido_Ryss,https://starwars.fandom.com/wiki/Callixido_Ryss,"Callixido Ryss was a male human, who was part of the Cloud-Riders. He carried as tibanna-jacked DH-17 blaster rifle and rode a Javelin-112 swoop bike. He wore a helmet fitted with a sensor-band receiver dish. Ryss had a strong competitive streak and would challenge Moda Maxa to races during raids. Moda's older sister Tayshin Maxa uneasily suspected Ryss' antics were a sign of his attraction towards her.
",,,Human,,Male,,Brown,Dark,Black,
571,Calrissian family,Calrissian_family,https://starwars.fandom.com/wiki/Calrissian_family,"The Calrissian family was the family of Landonis Balthazar Calrissian, the human smuggler who became a general in the Alliance to Restore the Republic during the Galactic Civil War.
",,,Human,,None,,,,,
572,Caluan Ematt,Caluan_Ematt,https://starwars.fandom.com/wiki/Caluan_Ematt,"Caluan Ematt was a human male soldier who served as a lieutenant in the Alliance to Restore the Republic during the Galactic Civil War. He fought against the Galactic Empire, during which Ematt was given command of the Shrikes, a special recon unit that was tasked with identifying, securing and preparing new Rebel bases for the Alliance. He was a friend of Princess Leia Organa and would later go on to serve with her at a Resistance base as a major, and later general in the Resistance during the war against the First Order.
",,,Human,,Male,1.8,Brown,Light,Brown,
573,Calum Gram,Calum_Gram,https://starwars.fandom.com/wiki/Calum_Gram,"Calum Gram was a human male Rebel pilot who served in the Galactic Civil War. A former search and rescue pilot for the Wilderness Preserve service on Atrisia, Gram developed precision flying skills by weaving and landing an airspeeder through the planet's dense brush. He flew as Blue Nine during the Battle of Scarif.
",,,Human,Atrisia,Male,,Brown,Light,Gray,
574,Cameron,Cameron,https://starwars.fandom.com/wiki/Cameron,"""Cameron"" was a clone trooper who served in the Grand Army of the Republic during the Clone Wars. He accompanied Clone Commander Bly, Lucky, Flash, Clone Captain Rex, Anakin Skywalker, Ahsoka Tano, and Aayla Secura to Maridun, where he later died along with Lucky and Flash to a mastiff phalone.
",,,Human,Kamino,Male,1.83,,,,
575,Camie Marstrap,Camie_Marstrap,https://starwars.fandom.com/wiki/Camie_Marstrap,"Camie Marstrap was a human female who lived in Anchorhead on Tatooine. Her family grew hydroponics gardens, buying the water from Owen Lars. Camie frequented the Tosche Station along with her boyfriend, Laze ""Fixer"" Loneozner and their friends Deak, Windy, and Luke Skywalker.
",,,Human,Tatooine,Female,,Blue,Fair,Brown,
576,Camm,Camm,https://starwars.fandom.com/wiki/Camm,"Camm was a human male cadet who attended a flight academy of the Galactic Empire during it's reign. He wished to run away after repeatedly failing his simulator test, and asked fellow cadet Yrica Quell to run with him, who he had feelings for. Quell refused, fearing arrest and execution and also not liking Camm as much as he liked her. Around 5 ABY, Quell saw a vision of Camm while being subjected to force energies from an observatory.
",,,Human,,Male,,,,,
577,Cane Adiss,Cane_Adiss,https://starwars.fandom.com/wiki/Cane_Adiss,"Cane Adiss was a male Yuvernian who was in the palace of the crime lord Jabba the Hutt prior to the Battle of Endor.  Adiss had mottled yellow skin with large brown spots and blue eyes. He also possessed a mouth of small, sharp teeth.
",,,Yuvernian,,Male,,Blue,Yellow,,
578,Canno Wix,Canno_Wix,https://starwars.fandom.com/wiki/Canno_Wix,"Canno Wix was a male Devaronian pirate in league with the Whiphid crime lady Valarian and her gang.
",,,Devaronian,,Male,,,,,
579,Canonhaus,Canonhaus,https://starwars.fandom.com/wiki/Canonhaus,"Canonhaus was a human male who served as a midshipman aboard a ship for the Galactic Republic. He eventually came to serve the navy of the Galactic Empire during the Galactic Civil War against the Alliance to Restore the Republic with the military rank of captain.
",,,Human,,Male,,,Fair,,
580,Cantompa,Cantompa,https://starwars.fandom.com/wiki/Cantompa,"Cantompa was a human male fleet trooper within the Galactic Empire's navy during the Galactic Civil War, serving on board the Imperial II-class Star Destroyer Herald. While on board the Star Destroyer in 3 ABY, he earned the trust of Captain Tabor Seitaron, who was tasked with hunting down the Imperial traitor Everi Chalis. When Chalis allowed herself to be captured by the Herald above the planet Sullust, Seitaron chose Cantompa and his colleague Zhios to accompany him and Prelate Verge to meet with her and take her prisoner.
",,,Human,,Male,,,,,
581,Capin Harinar,Capin_Harinar,https://starwars.fandom.com/wiki/Capin_Harinar,"Capin Harinar was a male human who served as a major and a materials analyst in the Rebel Alliance Intelligence Service division of the Alliance to Restore the Republic in the period leading up to the Battle of Yavin.
",,,Human,,Male,,,Light,Dark ,
582,Captain  (individual),Captain_(individual),https://starwars.fandom.com/wiki/Captain_(individual),"Captain was a male human slave dealer who served Allehander Pso. He was a slave for a long time after his stepfather sold him. Captain's first master was the cruel Kiretim, and years later, Pso bought him. Sometime before Jyn Erso arrived on the Five Points space station, he became a slave dealer and sold Pso's workers to the Galactic Empire. Erso captured him and his crew and rescued the slaves. He was then killed when one the slaves pushed him and his crew out of an airlock into space.
",,,Human,,Male,,,,,
583,Car Affa,Car_Affa,https://starwars.fandom.com/wiki/Car_Affa,"Car Affa was a male Weequay arms dealer active on the planet Coruscant during the Clone Wars. Affa sold Republic arms to the Separatists until he was arrested by Jedi Knight Anakin Skywalker and his Padawan Ahsoka Tano. Affa was then brought to the Jedi Temple by the Jedi.
",,,Weequay,,Male,,,Brown,,
584,Carasynthia Dune,Carasynthia_Dune,https://starwars.fandom.com/wiki/Carasynthia_Dune,"Carasynthia ""Cara"" Dune was a human female Alderaanian who served as a shock trooper in the Alliance to Restore the Republic and the New Republic during the Galactic Civil War. A seasoned warrior, she was an intimidating brawler and a crack shot. By 9 ABY, Dune had put her days of military discipline behind her to operate as a mercenary. After spending time on the planet Sorgan, she met the bounty hunter Din Djarin and his companion and worked with him for a short time before Djarin departed Sorgan. Eventually, Djarin returned to enlist Dune to help him combat an Imperial remnant on Nevarro. After their mission, Dune stayed on Nevarro to work with Djarin's former employer Greef Karga. Eventually, she was assigned as Marshal of Nevarro by the New Republic.
",,,Human,Alderaan,Female,,Brown,Light,Black,
585,Cardo,Cardo,https://starwars.fandom.com/wiki/Cardo,"Cardo was a Force-sensitive humanoid male who served as a member of the Knights of Ren, under the command of an individual known as Ren. Cardo, alongside Albrekh, tended to the weapons and armor of the Knights.
",,,Humanoid,,Male,,,,,
586,Carid Tamb,Carid_Tamb,https://starwars.fandom.com/wiki/Carid_Tamb,"Carid Tamb was a human male who served as a junior officer in the First Order during the First Order/Resistance War. Recruited from a conquered planet, he gained experience through combat simulations and became a technician. He served on the Resurgent-class Star Destroyer Steadfast in the Battle of Exegol around 35 ABY. During the battle, he interacted with a computer monitor as the citizens' fleet arrived.
",,,Human,,Male,,Brown,Light,Brown,
587,Carise Sindian,Carise_Sindian,https://starwars.fandom.com/wiki/Carise_Sindian,"Carise Sindian, once occasionally fashioned as Lady Carise Sindian, was a human female senator who represented the wealthy planet of Arkanis in the Galactic Senate of the New Republic over twenty years after its establishment. She belonged to the Centrist faction, whose members favored a stronger galactic government and a more powerful military. During her time as Senator, she offered the position of First Senator as a replacement to Chancellor, but was met with opposition from many different Senators.
",,,Human,Arkanis,Female,,Dark brown,Deep-golden,Black,
588,Cariso Smadis,Cariso_Smadis,https://starwars.fandom.com/wiki/Cariso_Smadis,"Cariso Smadis was a human male ensign who served in the Rebel Alliance Fleet. He was stationed aboard the CR90 corvette Tantive IV, the consular ship of Princess Leia Organa, when the Dark Lord of the Sith Darth Vader and his stormtroopers intercepted the ship.
",,,Human,,Male,,Brown,Fair,Brown,
589,Carklin Ryoon,Carklin_Ryoon,https://starwars.fandom.com/wiki/Carklin_Ryoon,"Carklin Ryoon was a Ssori gunner who was a member of Eleodie Maracavanya's pirate nation Sovereign Latitudes of Maracavanya. Ryoon was stationed aboard the Super Star Destroyer Liberty's Misrule, which had been commandeered by the pirates. He had a tiny mouth, sharp teeth, and bug eyes. While many members of his species chose to wear mechanical suits to compensate for their small physique, he preferred to remain purely organic. Following the Battle of Jakku, Ryoon informed Eleodie that three Imperial II-class Star Destroyers had exited hyperspace and were hailing them. Ryoon complied with Eleodie's orders to attack the Imperial ships in order to curry favor with the New Republic.
",,,Ssori,,Male,,,,,
590,Carlist Rieekan,Carlist_Rieekan,https://starwars.fandom.com/wiki/Carlist_Rieekan,"Carlist Rieekan was a human male military officer who served as a General in the Alliance to Restore the Republic and the military leader of the Rebellion's base on Hoth.
",,,Human,Alderaan,Male,1.8,Blue,Fair,Brown,
591,Carlou Gendling,Carlou_Gendling,https://starwars.fandom.com/wiki/Carlou_Gendling,"Carlou Gendling was a male human who served as an admiral in the Imperial Navy. With his task force, led by the Star Destroyer Foremost, he commanded the battle over Umbara.
",,,Human,,Male,,,,,
592,Carpo,Carpo,https://starwars.fandom.com/wiki/Carpo,"Carpo was a Bith male crime boss who controlled the Core Worlds planet Lanz Carpo. Carpo and his syndicate worked with the Galactic Empire, informing them on many members of the Alliance to Restore the Republic.
",,,Bith,,Male,,Black,Tan,,
593,Carr  (Scyre),Carr_(Scyre),https://starwars.fandom.com/wiki/Carr_(Scyre),"Carr was a male human who was a member of the Scyre clan on Parnassos. He was part of the trusted soldiers who joined Phasma on her adventure in helping General Brendol Hux find his ship. During this adventure, while enjoying something he never previously had experienced, he suffered an injury which ultimately would lead to his demise. He was the best friend of Torben.
",,,Human,Parnassos,Male,,,Golden,,
594,Carshotta,Carshotta,https://starwars.fandom.com/wiki/Carshotta,"Carshotta was a female Togruta who performed in Preigo's Traveling World of Wonder carnival act, alongside another Togruta performer. While entertaining pirates on Florrum, the Jedi younglings Katooni, Petro, Byph, Gungi and Zatt entered the carnival in the hopes of rescuing Padawan Ahsoka Tano, and they succeeded. Hondo Ohnaka's pirate gang attacked the carnival show in retaliation, but all of the performers escaped.
",,,Togruta,,Female,,Green,Red ,,
595,Carson Teva,Carson_Teva,https://starwars.fandom.com/wiki/Carson_Teva,"Carson Teva was a human male captain who served in the Rebel Alliance and later within the New Republic Starfighter Corps flying a T-65B X-wing starfighter. During a sweep of an Outer Rim sector, he and fellow New Republic pilot Trapper Wolf approached the gunship Razor Crest, questioning why the starship's transponder was not emitting. The Crest's pilot, the Mandalorian bounty hunter Din Djarin, explained that the vessel was pre-Galactic Empire and promised to fix his issue. Teva then requested a ping from Djarin, which the Mandalorian eventually transmitted reluctantly. Wolf then connected the Razor Crest to a heist on a New Republic Correctional Transport and Djarin attempted to flee.
",,,Human,,Male,,Brown,Tan,Gray,
596,Carver,Carver,https://starwars.fandom.com/wiki/Carver,"Carver was a human male sergeant who served in the Rebel Alliance's 61st Mobile Infantry, better known as Twilight Company during the Galactic Civil War against the Galactic Empire. Having formally defected from an Imperial Academy with his classmate Pol Andrissus, nicknamed Charmer. During the Mid Rim Retreat, in 3 ABY, Carver led an attack on an Imperial fort on the planet Coyerti and led a heavy-fire team when boarding an Imperial transport.
",,,Human,,Male,,,,,
597,Caryn,Caryn,https://starwars.fandom.com/wiki/Caryn,"Caryn was a human female smuggler and fence who operated during the Galactic Civil War and the subsequent time of the New Republic. She was invited to the Kijimi summit by Zeva Bliss of the Spice Runners of Kijimi, who intended to kill her guests. Bliss's plans were stopped by Spice Runner Poe Dameron, and the criminals were saved. Once free, Caryn attempted to run to her starship alongside several other guests.
",,,Human,,Female,,,,,
598,Casca Panzoro,Casca_Panzoro,https://starwars.fandom.com/wiki/Casca_Panzoro,"Casca Panzoro was a commander in the united resistance movement Bravo Rising at the time of the Atterra campaign. She was the grandmother of fellow resistance member Reeve Panzoro.
",,,Human,Atterra Bravo,Female,,Blue,Fair,Gray,
599,Casido,Casido,https://starwars.fandom.com/wiki/Casido,"Casido was a human male who served as a Lieutenant under Admiral Gorin in the Imperial Navy of the Galactic Empire during the Galactic Civil War. He was stationed aboard the Imperial I-class Star Destroyer Intimidator while it was stationed above the planet Scarif, and was present aboard the bridge when the Alliance Fleet arrived above the planet during the Battle of Scarif. He was killed later in the battle when the Intimidator collided with the Star Destroyer Persecutor.
",,,Human,,Male,,,,,
600,Casiss,Casiss,https://starwars.fandom.com/wiki/Casiss,"Casiss was a male Felucian who was the elder of a nysillin farming village on Felucia. During the Clone Wars, his village was threatened by the Ohnaka Gang who wanted a portion of the nysillin. Casiss hired four bounty hunters – Sugi, Embo, Rumi Paramita and Seripas – to fight the pirates, when a group of Jedi – Obi-Wan Kenobi, Anakin Skywalker and Ahsoka Tano – also came and agreed to help. After helping the villagers learn how to fight and defeat the Ohnaka Gang, Casiss thanked the Jedi and bounty hunters before setting off to oversee the rebuilding of the village.
",,,Felucian,Felucia,Male,,Red,Green,,
601,Cassel  (commander),Cassel_(commander),https://starwars.fandom.com/wiki/Cassel_(commander),"Cassel was a human male officer serving in Galactic Empire's Imperial Navy, holding the rank of commander.
",,,Human,,Male,,,,,
602,Cassel  (monarch),Cassel_(monarch),https://starwars.fandom.com/wiki/Cassel_(monarch),"Cassel was a Pantoran male who served as the Monarch of the planet E'ronoh during the High Republic Era. He was often seen as unintelligent. Along with Thandeka, the queen consort of E'ronoh's twin planet, Eiram, Cassel was kidnapped by the Directorate in a plot to destabilize the governments of the area. When Lord Isamer, a Directorate leader, became angered at his lieutenants after discovering they had kidnapped Thandeka over the true queen of Eiram, Dima, Cassel spoke up, claiming Dima would still wish for her consort's return. Thandeka accused Cassel of attempting to ally with their kidnappers, and Cassel claimed to be arguing against Isamer's view of Thandeka being useless.
",,,Pantoran,,Male,,,Blue,,
603,Cassian Jeron Andor,Cassian_Jeron_Andor,https://starwars.fandom.com/wiki/Cassian_Jeron_Andor,"Cassian Jeron Andor, also known by the aliases Willix, Aach, Joreth Sward, and the title Fulcrum, was a human male soldier, pilot and Intelligence officer who served in the Confederacy of Independent Systems during the Clone Wars and then the Alliance to Restore the Republic during Operation Fracture and the Galactic Civil War. Andor joined a Rebel mission to steal the plans of the Death Star, a superweapon built by the Galactic Empire. Although the mission was a success, Andor perished along with the rest of Rogue One.
",,,Human,Fest,Male,1.78,Brown,Tan,Brown,
604,Cassian Jeron Andor's father,Cassian_Jeron_Andors_father,https://starwars.fandom.com/wiki/Cassian_Jeron_Andor%27s_father,"The father of Cassian Jeron Andor was a human male. During the Clone Wars, Andor's father was killed at the Carida Academy during a protest against the increasing militarization of the Galactic Republic.
",,,Human,,Male,,,,,
605,Cassilyda Cryar,Cassilyda_Cryar,https://starwars.fandom.com/wiki/Cassilyda_Cryar,"Cassilyda ""Cassie"" Cryar was a female Terrelian Jango Jumper criminal who lived on the planet Coruscant during the Clone Wars.
",,,Terrelian Jango Jumper,,Female,1.82,Red,White and blue,Red,
606,Cassio Tagge,Cassio_Tagge,https://starwars.fandom.com/wiki/Cassio_Tagge,"Cassio Tagge was a high-ranking human male officer during the reign of the Galactic Empire. Born into the wealthy and powerful Tagge family of Tepasi , Tagge held the position of Chief of the Imperial Army; serving on the Joint Chiefs, he had access to the upper-levels of the Imperial Palace. In the early stages of the Galactic Civil War, Tagge served as a Major General and opposed the efforts of Grand Moff Wilhuff Tarkin and Admiral Conan Antonio Motti to base Imperial policy around the DS-1 Death Star Mobile Battle Station superweapon.
",,,Human,Tepasi,Male,,Brown,Fair,Brown,
607,Cassy Algara,Cassy_Algara,https://starwars.fandom.com/wiki/Cassy_Algara,"Cassy Algara was a human female who served as both a personnel clerk and commando in the Resistance. She often referred to her fellow soldiers by their homeworld rather than their names, having kept tabs on the Resistance personnel.
",,,Human,,Female,,,Light,Brown,
608,Castas,Castas,https://starwars.fandom.com/wiki/Castas,"Castas was a male Klatooinian bounty hunter who worked with Aurra Sing, Bossk, and Boba Fett during the Clone Wars, helping Boba track down Jedi Master Mace Windu. He was later killed by Sing at a bar on Florrum.
",,,Klatooinian,,Male,,Green,Brown,,
609,Casual Retort,Casual_Retort,https://starwars.fandom.com/wiki/Casual_Retort,"Casual Retort was a fathier stallion owned by Pinrado Jozo.
",,,Fathier,,None,,,,,
610,Cat  (Resistance),Cat_(Resistance),https://starwars.fandom.com/wiki/Cat_(Resistance),"Cat was a Nefrian male who served as the flight engineer of the MG-100 StarFortress SF-17 Cobalt Treasure during the Atterra campaign. He later took over the duties as flight engineer of the Cobalt Wasp after the bomber's previous flight engineer had returned sick after struggling to adjust to the climate on Refnu. On the second run of Atterra campaign, Cobalt and Crimson Squadron were under attack by the First Order. Cat was killed when the Cobalt Wasp was destroyed by TIE fighters.
",,,Nefrian,Refnu,Male,,,,,
611,Cat Miin,Cat_Miin,https://starwars.fandom.com/wiki/Cat_Miin,"Cat Miin was a female Gossam who served as Presidente Shu Mai's aide during the Separatist Crisis and the subsequent Clone Wars as a member of the Commerce Guild and Confederacy of Independent Systems.
",,,Gossam,,Female,,Black,Blue,,
612,Cato Parasitti,Cato_Parasitti,https://starwars.fandom.com/wiki/Cato_Parasitti,"Cato Parasitti was a Clawdite female bounty hunter. During the Clone Wars, she was hired by Cad Bane to steal a valuable holocron from the archives of the Jedi Temple, which she managed by impersonating the deceased Jedi Knight Ord Enisence and later Jocasta Nu. Although the mission was a success, Parasitti was caught and imprisoned.
",,,Clawdite,Zolan,Female,1.79,Yellow,Green,,
613,Cauley,Cauley,https://starwars.fandom.com/wiki/Cauley,"Cauley was a human male who served as an Imperial Navy ensign aboard the Imperial Star Destroyer Ultimatum during the Gorse conflict in 11 BBY, in which the Imperial cyborg Count Denetrius Vidian attempted to improve thorilide mining efficiency on the planet Gorse and its moon, Cynda. Shortly after Ultimatum arrived in the Gorse system, Vidian fed the output from Cauley's terminal on Ultimatum's bridge into his optical implants. Unaware of what Vidian was doing, Cauley was at first confused by the count's actions but was soon allowed to return to his work.
",,,Human,,Male,,,,,
614,Cavic,Cavic,https://starwars.fandom.com/wiki/Cavic,"Cavic was a human male bounty hunter and former member of the Galactic Empire who was an associate of Beilert Valance. Cavic set up a number of outposts in asteroid fields, hidden from the Empire.
",,,Human,,Male,,Green,Light,Brown,
615,Cavrolo Sys,Cavrolo_Sys,https://starwars.fandom.com/wiki/Cavrolo_Sys,"Cavrolo Sys was a Togruta male hired by the explorers Fionn Tucat and Romina Foss for an expedition to the long-abandoned moon Lupal. The crews' minds were influenced by the solar flares of Lupal's dying star, particularly the Shistavanen Kordus Vrak, who confided the primal anger that the light had given him to Sys. Despite Vrak's demands that he be restrained if the solar flares continued, the crew continued their excavations unperturbed. Vrak was driven feral by the light of the star, and proceeded to attack the crew. Sys was the second of the crew to be killed, saddened with the realization that he should have trusted Vrak's instincts.
",,,Togruta,,Male,,,,,
616,Caysin Bog,Caysin_Bog,https://starwars.fandom.com/wiki/Caysin_Bog,"Caysin Bog was a humanoid male from the high-gravity world of Teres Lutha Minor. He was blown apart in an insurgency strike on the moon Jedha, only to be surgically pieced back together by a surgeon calling himself Roofoo. Bog was present in Jedha City in 0 BBY and witnessed an attack by the Partisans on an Imperial patrol shortly before the city was destroyed by the Galactic Empire's Death Star superweapon.
",,,Humanoid,Teres Lutha Minor,Male,,,Fair,,
617,CC-10/994,994,https://starwars.fandom.com/wiki/CC-10/994,"CC-10/994, who also went by the nickname ""Grey,"" was a Clone Commander who served in the Galactic Republic's Grand Army under Jedi General Depa Billaba. He was among the the majority of clone troopers who turned on their Jedi Generals during the execution of Order 66, killing Master Billaba. He continued to pursue Billaba's Padawan, Caleb Dume, eventually catching up to him on Lahn. Grey began to see the truth, realizing that something had taken their free will during Order 66, and sacrificed himself to save Dume from the clone forces trying to kill him.
",,,Human,Kamino,Male,1.83,Brown,Tan,Black,
618,CC-1004,CC-1004,https://starwars.fandom.com/wiki/CC-1004,"CC-1004, nicknamed ""Gree"" after the species of the same name, was a Clone Commander in the Grand Army of the Republic during the galactic conflict known as the Clone Wars. Gree was born and raised on the planet Kamino as a clone of the bounty hunter Jango Fett, and under the command of Jedi General Luminara Unduli, Gree led the 41st Elite Corps in a number of battles. After Padmé Amidala and Jar Jar Binks successfully apprehended Viceroy of the Trade Federation Nute Gunray on Rodia, Gree was tasked with escorting the Viceroy back to Coruscant. He failed, however, and Gunray escaped with the help of Asajj Ventress and Senate Commando Captain Faro Argyus.
",,,Human,Kamino,Male,1.83,Brown,Tan,Black,
619,CC-1010,CC-1010,https://starwars.fandom.com/wiki/CC-1010,"CC-1010, nicknamed ""Fox,"" was a clone trooper officer who served as the Clone Commander of the Coruscant Guard during the Clone Wars. While the the Grand Army of the Republic deployed across the galaxy under the command of Jedi Generals, Commander Fox and his clone shock troopers were stationed on Coruscant, the capital planet of the Galactic Republic. Like all clone troopers under his command, Fox was bound by duty and honor to serve and protect Supreme Chancellor Sheev Palpatine as well as members of the Galactic Senate. Over the course of the war, Fox became one of the most highly decorated soldiers in the Republic Military.
",,,Human,Kamino,Male,1.83,,,,
620,CC-1119,CC-1119,https://starwars.fandom.com/wiki/CC-1119,"CC-1119, nicknamed ""Appo,"" was a clone trooper officer who served as a Clone Sergeant and later as a Clone Commander in the 501st Legion during the Clone Wars. As a soldier in military service to the Galactic Republic, Appo participated in several major battles fought between the Grand Army of the Republic and the droid armies of the Confederacy of Independent Systems—from Umbara at the height of the galactic conflict, to the Republic capital world of Coruscant by the war's end. He was a loyal trooper who obeyed the orders of his commanding officer, conditioned to render unquestioned allegiance to the Republic.
",,,Human,Kamino,Male,1.83,Brown,Tan,Black,
621,CC-1138,CC-1138,https://starwars.fandom.com/wiki/CC-1138,"CC-1138, nicknamed ""Bacara,"" was a clone trooper officer who held the military rank of Clone Marshal Commander in the Grand Army of the Republic during the Clone Wars. Known for his aggressive tactics, Bacara served as the Clone Commander of the 21st Nova Corps, an elite division of clone troopers renowned for their distinctive armor and relentlessness in combat.
",,,Human,Kamino,Male,1.83,Brown,Tan,,
622,CC-1993,CC-1993,https://starwars.fandom.com/wiki/CC-1993,"CC-1993, nicknamed ""Jet,"" was a Clone Commander who served in the Grand Army of the Republic during the Clone Wars. He notably led a battalion of clone flametroopers and special ops clone troopers during the Second Battle of Geonosis against the Confederacy of Independent Systems under Jedi General Ki-Adi-Mundi.
",,,Human,Kamino,Male,1.83,,,,
623,CC-2224,CC-2224,https://starwars.fandom.com/wiki/CC-2224,"CC-2224, nicknamed ""Cody,"" was a Clone Marshal Commander in the Grand Army of the Republic who commanded the 7th Sky Corps—including the renowned 212th Attack Battalion—during the Clone Wars. He served under the command of Jedi General Obi-Wan Kenobi, who found the commander to be reliable, trustworthy and loyal. His abilities as a soldier and strategist earned Cody the respect of both his Jedi superiors and fellow clone troopers.
",,,Human,Kamino,Male,1.83,Brown,Tan,Black,80 kilograms
